title,company,location,country,region,skills
Senior/Principal Software Engineer,BAE Systems,"Rushenden, Queenborough",United Kingdom,Unknown,
Senior Software Test Engineer,BAE Systems,"Carisbrooke, Newport",United Kingdom,Carisbrooke,
Senior Software Test Engineer,BAE Systems,"Marks Corner, Newport",United Kingdom,Marks Corner,
Senior Software Test Engineer,BAE Systems,"Brading, Sandown",United Kingdom,Brading,
Senior Software Test Engineer,BAE Systems,"Cowes, Isle Of Wight",United Kingdom,Cowes,
Senior Software Test Engineer,BAE Systems,"Seaview, Isle Of Wight",United Kingdom,Seaview,
Director of Software Engineering,Capital One,"London, UK",United Kingdom,London,
Software Engineer,Richmond Square Consulting Limited,"Cheltenham, Gloucestershire",United Kingdom,Cheltenham,
Software Engineer,UK Prog Agency VONQ Direct CPC,"Highwoods, Colchester",United Kingdom,Highwoods,
Software Engineer,UK Prog Agency VONQ Direct CPC,"Bocking, Braintree",United Kingdom,Bocking,
Software Engineer,UK Prog Agency VONQ Direct CPC,"Mardy, Abergavenny",United Kingdom,Mardy,
Software Engineer,UK Prog Agency VONQ Direct CPC,"Nine Ashes, Ingatestone",United Kingdom,Nine Ashes,
Software Engineer,UK Prog Agency VONQ Direct CPC,"Kirby Cross, Frinton-On-Sea",United Kingdom,Kirby Cross,
Software Engineer,UK Prog Agency VONQ Direct CPC,"Sible Hedingham, Halstead",United Kingdom,Sible Hedingham,
Software Engineer,UK Prog Agency VONQ Direct CPC,"Rivenhall, Witham",United Kingdom,Rivenhall,
Software Engineer,FryerMiles Recruitment,"London, UK",United Kingdom,London,
Software Engineer,Richmond Square Consulting Ltd,"Cheltenham, Gloucestershire",United Kingdom,Cheltenham,
Software Engineer,BELCAN,"Newcastle Upon Tyne, Tyne & Wear",United Kingdom,Newcastle Upon Tyne,
Software Engineer,Ncounter,"Cheltenham, Gloucestershire",United Kingdom,Cheltenham,java
Software Engineer,Saab UK,"Hull, East Riding Of Yorkshire",United Kingdom,Hull,
Software Engineer,Sanderson,"Glasgow City Centre, Glasgow",United Kingdom,Glasgow City Centre,
Software Engineer,IT Search & Select,"Swindon, Wiltshire",United Kingdom,Swindon,
Software Engineer,Amodo Design,"Sheffield, South Yorkshire",United Kingdom,Sheffield,
Software Engineer,Sanderson,"Hampshire, South East England",United Kingdom,Hampshire,
Software Engineer,Vermillion Analytics,"London, UK",United Kingdom,London,
Software Engineer,The Recruitment Consultancy,"Godalming, Surrey",United Kingdom,Godalming,
Software Engineer,JAM Recruitment Ltd,"Cheltenham, Gloucestershire",United Kingdom,Cheltenham,
Software Engineer,Manpower,"Cheltenham, Gloucestershire",United Kingdom,Cheltenham,
Software Engineer,ATA Recruitment,"Widnes, Cheshire",United Kingdom,Widnes,
Software Engineer,Saab UK,"Fareham, Hampshire",United Kingdom,Fareham,
PLC Software Engineer,Samuel Frank,"Over Hulton, Bolton",United Kingdom,Over Hulton,
PLC Software Engineer,Samuel Frank,"Halewood, Liverpool",United Kingdom,Halewood,
Senior Software Engineer,VIQU IT Recruitment,"Ashland, Milton Keynes",United Kingdom,Ashland,"aws,react"
Software Engineering Manager,Certain Advantage,"Farnborough, Hampshire",United Kingdom,Farnborough,
Software Engineering Lead,VIQU IT Recruitment,"Ashland, Milton Keynes",United Kingdom,Ashland,
Senior Software Engineer,Bright Purple Resourcing,"Edinburgh, Scotland",United Kingdom,Edinburgh,
Principal Software Engineer,Redline Group Ltd,"Old Snydale, Pontefract",United Kingdom,Old Snydale,
Principal Software Engineer,Platform Recruitment Limited,"Bristol, South West England",United Kingdom,Bristol,
Lead Software Engineer,Platform Recruitment Limited,"Oxford, Oxfordshire",United Kingdom,Oxford,
Principal Software Engineer,Bright Purple Resourcing,"Edinburgh, Scotland",United Kingdom,Edinburgh,
Electronics Software Engineer,KO2 Embedded Recruitment Solutions LTD,"Dragley Beck, Ulverston",United Kingdom,Dragley Beck,
Senior Software Engineer,Spectrum It Recruitment Limited,"Bournemouth, Dorset",United Kingdom,Bournemouth,
Lead Software Engineer,VIQU IT Recruitment,"Bradwell Common, Milton Keynes",United Kingdom,Bradwell Common,
Lead Software Engineer,Saab UK,"Fareham, Hampshire",United Kingdom,Fareham,
Lead Software Engineer,Spectrum It Recruitment Limited,"Southampton, Hampshire",United Kingdom,Southampton,"python,javascript,linux"
Senior Software Engineer,Platform Recruitment Limited,"Royston, Hertfordshire",United Kingdom,Royston,
Lead Software Engineer,Spectrum It Recruitment Limited,"Fareham, Hampshire",United Kingdom,Fareham,
Principal Software Engineer,Spectrum It Recruitment Limited,"Southampton, Hampshire",United Kingdom,Southampton,"javascript,linux"
Software Engineer (Rust),Microtech Global Ltd,"Eastern England, UK",United Kingdom,Eastern England,
Software Engineer,Harnham - Data & Analytics Recruitment,"Birmingham, West Midlands",United Kingdom,Birmingham,machine learning
Software Engineer,Harnham - Data & Analytics Recruitment,"Leeds, West Yorkshire",United Kingdom,Leeds,machine learning
Software Engineer,Harnham - Data & Analytics Recruitment,"Nottingham, Nottinghamshire",United Kingdom,Nottingham,machine learning
Software Engineer,Bennett and Game,"Bristol, South West England",United Kingdom,Bristol,
Software Engineer,Forward Role,"Cheltenham, Gloucestershire",United Kingdom,Cheltenham,
Software Engineer,Orion Electrotech Sales,"Normanton, West Yorkshire",United Kingdom,Normanton,
Software Engineer,Platform Recruitment Limited,"Cambridge, Cambridgeshire",United Kingdom,Cambridge,
Software Engineer,Sanderson Government and Defence,"South East London, London",United Kingdom,South East London,
Software Engineer,Teksystems,"South East London, London",United Kingdom,South East London,
Software Engineer,Your Prime Recruitment Ltd,"Manchester, Greater Manchester",United Kingdom,Manchester,
Junior Software Engineer,Fazer Recruitment,"Chester, Cheshire",United Kingdom,Chester,
Senior Software Engineer,VIQU IT Recruitment,"Milton Keynes, Buckinghamshire",United Kingdom,Milton Keynes,"aws,react"
Software Engineering Lead,VIQU IT Recruitment,"Milton Keynes, Buckinghamshire",United Kingdom,Milton Keynes,
Senior Software Engineer,Oscar Technology,"Nottingham, Nottinghamshire",United Kingdom,Nottingham,
Senior Software Engineer,ZENOVO LTD,"Eastbourne, East Sussex",United Kingdom,Eastbourne,
Senior Software Engineer,Oscar Technology,"Leicester, Leicestershire",United Kingdom,Leicester,aws
Embedded Software Engineer,Sanderson,"Hampshire, South East England",United Kingdom,Hampshire,
Senior Software Engineer,Eclectic Recruitment,"Cambridge, Cambridgeshire",United Kingdom,Cambridge,
Embedded Software Engineer,Certain Advantage,"Bristol, South West England",United Kingdom,Bristol,
Embedded Software Engineer,Avanti,"Cambridge, Cambridgeshire",United Kingdom,Cambridge,linux
Senior Software Engineer,Lynx Recruitment Ltd,"Chertsey, Surrey",United Kingdom,Chertsey,
Embedded Software Engineer,ZENOVO LTD,"Bristol, South West England",United Kingdom,Bristol,
Senior Software Engineer,Rise Technical Recruitment Limited,"Wellington, Somerset",United Kingdom,Wellington,
Senior Software Engineer,Trinity Resource Solutions,"Chertsey, Surrey",United Kingdom,Chertsey,
Staff Software Engineer,167 Solutions Ltd,"Bristol, South West England",United Kingdom,Bristol,
Senior Software Engineer,Harnham - Data & Analytics Recruitment,"London, UK",United Kingdom,London,
Software Engineer | BTGJP00005814,Randstad Technologies,"Ipswich, Suffolk",United Kingdom,Ipswich,react
Senior Software Engineer,NET Recruit,"Bournemouth, Dorset",United Kingdom,Bournemouth,
Principal Software Engineer,Vitality,"London, UK",United Kingdom,London,
Software Engineering Manager,SR2,"Portsmouth, Hampshire",United Kingdom,Portsmouth,
Staff Software Engineer,Sanderson,"Glasgow City Centre, Glasgow",United Kingdom,Glasgow City Centre,
Infrastructure Software Engineer,Spectrum IT Recruitment,"London, UK",United Kingdom,London,linux
Staff Software Engineer,SR2,"London, UK",United Kingdom,London,react
Senior Software Engineer,Oscar Technology,"Leeds, West Yorkshire",United Kingdom,Leeds,react
Lead Software Engineer,Sopra Steria,"Gloucester, Gloucestershire",United Kingdom,Gloucester,
Senior Software Engineer,Sanderson,"Surrey, South East England",United Kingdom,Surrey,
Software Engineer (GenAI),AJ Bell,"Salford, Greater Manchester",United Kingdom,Salford,
Software Engineer - .NET,Ronald James,"Newcastle Upon Tyne, Tyne & Wear",United Kingdom,Newcastle Upon Tyne,
Software Engineer,Moorepay,"Manchester, Greater Manchester",United Kingdom,Manchester,
Head of Software Engineering - Peterborough,Circle Group,"Peterborough, Eastern England",United Kingdom,Peterborough,
Principal Software Engineer - Verification,IO Associates,"Bristol, South West England",United Kingdom,Bristol,
Senior PLC Software Engineer,Manpower,"Dungannon, County Tyrone",United Kingdom,Dungannon,
Full Stack Software Engineer,Forward Role,"Cheltenham, Gloucestershire",United Kingdom,Cheltenham,
LabVIEW Software Engineers X2,Morson Edge,"Slip End, Luton",United Kingdom,Slip End,
Firmware/Software Engineer,Unipart,"Stockport, Greater Manchester",United Kingdom,Stockport,
Software Engineer - Technologist,Client Server,"Shieldfield, Newcastle Upon Tyne",United Kingdom,Shieldfield,
Lead Software Engineer,Photocentric Ltd,"Fengate, Peterborough",United Kingdom,Fengate,
Software Engineer - SC,CBSbutler Holdings Limited,"Romsey, Hampshire",United Kingdom,Romsey,
Senior Software Engineer,Redline Group Ltd,"Ottershaw, Chertsey",United Kingdom,Ottershaw,
Principal Software Engineer,Sirius Digital,"Port Solent, Portsmouth",United Kingdom,Port Solent,
Embedded Software Engineer,Saxon Recruitment Solutions,"Barnsley, South Yorkshire",United Kingdom,Barnsley,
Embedded Software Engineer,Platform Recruitment Limited,"Ditherington, Shrewsbury",United Kingdom,Ditherington,
Software Engineer C++,Sirius Digital,"Port Solent, Portsmouth",United Kingdom,Port Solent,
Embedded Software Engineer,COMPLETE TALENT SERVICES LIMITED,"Newcastle Upon Tyne, Tyne & Wear",United Kingdom,Newcastle Upon Tyne,
Cyber Software Engineer,Sanderson Government and Defence,"Manchester, Greater Manchester",United Kingdom,Manchester,
Embedded Software Engineer,KO2 Embedded Recruitment Solutions LTD,"Wallbridge, Stroud",United Kingdom,Wallbridge,
Director of Software Engineering,Capital One UK,"London, UK",United Kingdom,London,
C++ Software Engineer,MASS Consultants,"Fareham, Hampshire",United Kingdom,Fareham,
Algorithm Software Engineer,Certain Advantage,"Filton, Bristol",United Kingdom,Filton,
SOFTWARE ENGINEER SOFTWARE ASSURANCE,Morson Edge,"Walney, Barrow-In-Furness",United Kingdom,Walney,
Embedded Software Engineer,Futures,"Manchester, Greater Manchester",United Kingdom,Manchester,
Backend Software Engineer,Hays Specialist Recruitment Limited,"London, UK",United Kingdom,London,java
Embedded Software Engineer,ZENOVO LTD,"Leicester, Leicestershire",United Kingdom,Leicester,
Senior Software Engineer,True North Group,"Watford, Hertfordshire",United Kingdom,Watford,
Senior Software Engineer,FDM Group,"London, UK",United Kingdom,London,
Lead Software Engineer,VIQU IT Recruitment,"Milton Keynes, Buckinghamshire",United Kingdom,Milton Keynes,
Embedded Software Engineer,Eclectic Recruitment,"Cambridge, Cambridgeshire",United Kingdom,Cambridge,
Senior Software Engineer,Inspire People,"Swansea, Wales",United Kingdom,Swansea,
Software Engineer Apprentice,QA,"London, UK",United Kingdom,London,
eDV Software Engineer,FryerMiles Recruitment,"South East London, London",United Kingdom,South East London,
Senior Software Engineer,Morson Edge,"East Knighton, Dorchester",United Kingdom,East Knighton,java
Embedded Software Engineer,Gerrell & Hard,"Reading, Berkshire",United Kingdom,Reading,
Embedded Software Engineer,Platform Recruitment Limited,"Walkley, Sheffield",United Kingdom,Walkley,
Embedded Software Engineer,Professional Technical Ltd,"Andover, Hampshire",United Kingdom,Andover,
Software Engineer - Simulation,Morson Edge,"East Coker, Yeovil",United Kingdom,East Coker,
Senior Software Engineer,Bright Purple Resourcing,"Edinburgh, Scotland",United Kingdom,Edinburgh,react
C++ Software Engineer,Bright Purple Resourcing,"Edinburgh, Scotland",United Kingdom,Edinburgh,
Senior Software Engineer,Sirius Digital,"Port Solent, Portsmouth",United Kingdom,Port Solent,
Embedded Software Engineer,KO2 Embedded Recruitment Solutions LTD,"Worsbrough Common, Barnsley",United Kingdom,Worsbrough Common,
Embedded Software Engineer,Bright Purple Resourcing,"Edinburgh, Scotland",United Kingdom,Edinburgh,
Android Software Engineer,Richmond Square Consulting Limited,"Cheltenham, Gloucestershire",United Kingdom,Cheltenham,
Embedded Software Engineer,Microtech Global Ltd,"Stoke-On-Trent, Staffordshire",United Kingdom,Stoke-On-Trent,
Embedded Software Engineer,KO2 Embedded Recruitment Solutions LTD,"Hickleton, Doncaster",United Kingdom,Hickleton,
Senior Software Engineer,Platform Recruitment Limited,"Wellington, Somerset",United Kingdom,Wellington,
Senior Software Engineer,Low Carbon Contracts Company,"Deritend, Birmingham",United Kingdom,Deritend,
Senior Software Engineer,Low Carbon Contracts Company,"Canary Wharf, East London",United Kingdom,Canary Wharf,
Staff Software Engineer,Sanderson Recruitment,"Glasgow, Scotland",United Kingdom,Glasgow,
Software Engineering Manager,Yoh Solutions Ltd,"Farnborough, Hampshire",United Kingdom,Farnborough,
Principle Software Engineer,Daniel James Resourcing Ltd,"Manchester, Greater Manchester",United Kingdom,Manchester,
Lead Software Engineer,Daniel James Resourcing Ltd,"Ardwick, Manchester",United Kingdom,Ardwick,
Embedded Software Engineer,Peregrine,"Avon, Christchurch",United Kingdom,Avon,
Backend Developer,Spectrum IT Recruitment,"Romsey, Hampshire",United Kingdom,Romsey,aws
Backend Developer,Spectrum It Recruitment Limited,"Romsey, Hampshire",United Kingdom,Romsey,aws
Backend Developer,The Portfolio Group,"Manchester, Greater Manchester",United Kingdom,Manchester,
Senior Backend Developer,The Portfolio Group,"Manchester, Greater Manchester",United Kingdom,Manchester,
Backend Developer - AGS,AGS,"London, UK",United Kingdom,London,
Backend Developer,Spectrum IT Recruitment,"Awbridge, Romsey",United Kingdom,Awbridge,aws
Backend Developer,Queen Square Recruitment Ltd,"Farringdon, Central London",United Kingdom,Farringdon,java
Backend Developer,Unknown,UK,United Kingdom,Unknown,
Backend Developer,The Portfolio Group,"Rusholme, Manchester",United Kingdom,Unknown,
Backend Developer,Spectrum IT Recruitment,"Chilworth Science Park, Chilworth",United Kingdom,Chilworth Science Park,"aws,react"
Backend Developer,Spectrum It Recruitment Limited,"Chilworth Science Park, Chilworth",United Kingdom,Chilworth Science Park,"aws,react"
Backend Developer,Queen Square Recruitment Ltd,"Fleet Street, Central London",United Kingdom,Fleet Street,java
Backend Developer,Stackstudio Digital Ltd.,"London, UK",United Kingdom,London,java
Backend Developer,Research Central,"London, UK",United Kingdom,London,
Backend Developer,The Portfolio Group,"Manchester Science Park, Manchester",United Kingdom,Manchester Science Park,
Senior Backend Developer,TripleTen,"London, UK",United Kingdom,London,
Senior Backend Developer,The Portfolio Group,"Rusholme, Manchester",United Kingdom,Unknown,
Senior Backend Developer,Fruition Group,"London, UK",United Kingdom,London,
Senior Backend Developer,RAW iGaming Ltd,UK,United Kingdom,Unknown,
Backend Developer - Java,Infoplus Technologies UK Ltd,"The City, Central London",United Kingdom,London,java
Metaquotes Backend Developer,Axi,"London, UK",United Kingdom,London,
Senior Backend Developer,The Portfolio Group,"Manchester Science Park, Manchester",United Kingdom,Manchester Science Park,"sql,git"
Senior Backend Developer,Tether Operations Limited,"Paddington, West London",United Kingdom,Paddington,
Senior Backend Developer,Lavanda Ventures Ltd.,"London, UK",United Kingdom,London,excel
